10000,1,2,2,24,2,0,0,0,0,0,223,3035,4810,7546,9260,10000,3000,2000,3000,2000,1000,0
360000,1,2,1,45,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0
280000,2,1,2,28,-1,-1,-1,0,0,-1,3678,1829,10002,13476,23572,14603,3658,10020,10000,11000,14603,3819
52743,1,1,2,47,0,0,0,0,0,0,3356,3784,13507,11462,8191,9460,1091,10505,1603,658,3783,1790
243160,1,2,2,40,2,0,0,0,0,0,243127,240323,241034,240190,238301,238645,9454,9366,12440,9034,6587,11570
170000,1,1,1,38,-1,-1,0,0,0,0,1906,2425,3099,2322,4903,2712,2298,2664,1888,4441,111,5490
50000,1,2,1,49,0,0,0,0,0,0,50009,49437,50614,20178,18583,19487,2065,2241,1142,717,1706,762
500000,1,2,2,28,0,0,0,0,0,0,47399,48711,48642,49062,149034,181876,2361,1500,1128,100330,100486,2114
130000,2,1,2,28,-2,-2,-2,-2,-1,-1,9821,8582,0,0,1170,0,8611,0,0,1170,0,1070
80000,1,1,2,38,-1,-1,-1,0,-1,-1,780,259,7544,390,390,332,259,7544,0,390,332,780
50000,1,1,2,25,0,0,0,0,0,0,60200,61600,71000,73000,78000,80000,2000,10000,2000,5000,2000,0
20000,1,2,1,27,0,0,2,0,0,1,16141,18776,18060,18973,19783,20042,2909,0,1350,1360,901,680
170000,2,1,2,28,-1,-1,-1,-1,-1,-1,3497,17920,2863,0,949,0,17920,2863,0,949,0,1069
20000,1,1,1,35,0,0,0,0,0,0,5580,5926,6995,6022,3581,3889,2140,1266,561,460,557,4423
160000,1,1,1,51,2,0,0,0,2,2,150,1380,1481,2623,2457,4912,1230,1331,2473,0,2500,0
100000,2,2,2,27,0,0,0,0,2,0,43865,45548,46266,49290,48372,49412,2400,1776,3800,0,2000,1800
20000,1,2,2,24,0,0,0,0,0,0,15221,17847,18483,19079,19060,19061,3287,1313,1299,670,686,694
200000,2,1,2,26,-2,-2,-2,-2,-2,-2,2232,3967,1348,20836,1321,561,3967,1348,20836,1321,561,2905
190000,1,2,2,34,2,0,0,0,2,2,129801,131383,134379,142323,140120,150052,5000,5000,10000,0,12118,2769
50000,2,3,1,27,2,0,0,0,2,0,11275,37651,38498,40644,39731,35657,27234,1754,2900,0,1265,832
20000,2,1,2,27,0,0,0,0,0,0,5635,5735,4941,4236,3200,1375,1186,1300,1246,264,375,700
30000,2,2,1,31,0,0,0,0,0,0,24358,23798,23071,23496,26562,27346,3000,4000,3000,5000,5000,3000
120000,1,1,2,30,0,-1,0,0,-1,-1,974,717,788,1419,0,5896,717,539,1419,0,5896,0
120000,1,1,2,32,0,0,0,0,2,0,120792,87675,122177,120667,47880,49629,20137,50053,29377,0,30000,984
30000,2,2,1,34,1,2,1,1,0,0,29028,28169,28290,27577,28223,28729,0,1057,128,1089,1088,1453
20000,1,2,1,46,-1,0,-1,0,0,-1,229,2219,3481,6057,47,35,2211,3481,4913,0,0,4
150000,2,1,2,26,0,0,0,0,0,0,151812,145411,132560,121003,69091,55543,7005,6612,4540,2426,1854,2424
380000,1,1,1,46,2,2,2,2,2,2,88069,90418,88327,92492,94617,96579,4400,0,6300,3500,3400,0
20000,2,3,1,53,0,0,0,-2,-2,-2,12237,12870,0,0,0,0,1000,0,0,0,0,0
30000,2,2,2,24,0,0,0,2,0,0,28218,28704,30428,28914,29357,29955,2000,3600,0,1200,1200,1300
30000,2,5,1,53,0,0,0,0,0,0,28191,27166,17769,18107,18541,4770,1600,1300,1000,1200,2000,1000
285386,1,1,1,39,-1,0,0,-1,0,-1,3697,2902,1463,26267,15172,16563,1562,397,26278,11515,16582,7414
210000,2,1,1,38,-1,-1,2,2,-1,-1,2360,4707,4465,0,9306,5855,4465,0,0,9306,5855,9840
80000,1,2,2,30,2,2,2,0,0,2,72270,80881,78892,78790,81814,79076,9988,814,2224,6505,0,3309
60000,1,2,1,32,0,0,0,1,1,1,36636,39245,41744,41059,27440,27196,3372,3465,519,1474,348,1115
160000,1,3,1,38,-1,-1,-1,-1,0,-1,6763,1651,3107,4187,2474,192,1651,3107,4187,0,192,5510
30000,2,2,1,30,2,2,2,2,1,1,28191,27238,28554,27599,28850,28785,0,2102,0,1903,1091,503
50000,2,2,2,24,-1,-1,-1,-1,0,0,390,390,390,780,780,0,390,390,780,0,0,0
40000,1,1,2,31,0,0,2,2,1,1,4915,6048,6717,2854,1077,1343,1316,787,658,1283,523,769
20000,1,2,1,31,0,0,0,0,0,0,18490,25404,19789,19985,19676,6971,1500,2393,1000,494,139,19710
180000,1,2,2,25,2,2,2,0,0,0,10022,12847,12351,12350,12608,12892,3000,0,500,455,491,500
210000,2,1,2,26,1,-1,2,0,0,-2,-12,488,488,488,-260,-506,500,0,0,0,0,0
110000,1,2,1,34,0,0,0,-2,-2,-2,33954,2514,-6,-6,-6,-6,1662,0,0,0,0,0
260000,2,3,2,27,0,0,0,0,0,0,106164,105133,100606,93022,61746,47819,3834,4523,3154,2025,1709,2011
50000,1,2,2,40,0,0,0,0,0,0,44310,45244,47922,46307,45983,50635,3003,5007,2008,3004,7019,12
20000,1,2,2,23,0,2,0,0,0,1,17038,16479,17254,18414,19429,19965,0,1355,1472,1472,1000,38
20000,1,3,1,41,0,0,0,2,0,0,13225,13655,14461,13221,12591,12631,1700,2100,0,458,1000,1000
110000,2,3,1,39,0,0,0,0,0,0,73064,70373,71730,73208,75095,72530,3900,3200,2600,3000,3100,3100
100000,1,2,2,28,-2,-2,-2,-2,-1,-1,0,0,0,0,60,210,0,0,0,60,300,3700
120000,2,1,1,47,-1,-1,3,2,0,0,632,948,948,632,632,316,948,0,0,316,0,466
50000,1,5,1,45,2,0,0,0,0,0,71927,73514,75373,50947,51020,0,3000,3428,2002,1023,0,0
260000,1,1,2,30,-2,-2,-2,-2,-2,-2,2322,1233,3302,6592,5008,3386,1233,3302,6592,5008,3386,2547
80000,2,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
90000,2,2,1,35,-1,-1,-1,-1,-1,-1,6574,3997,5740,27384,3665,26721,4192,5743,27391,3667,26724,1799
200000,1,2,1,44,0,0,0,-2,-2,-2,287,116,-54,-225,-396,-396,0,0,0,0,0,0
30000,1,2,1,31,0,0,1,0,0,0,18787,19965,20895,21812,22583,23443,1610,1440,1446,1222,1233,1234
30000,2,2,2,22,0,0,0,0,0,-2,27447,28623,28700,29300,0,0,1923,1000,600,0,0,0
150000,2,2,1,36,2,2,2,2,2,2,100247,109909,112453,113318,114268,116688,12924,5800,4200,4300,4400,4700
222146,1,1,2,32,-1,-1,-1,0,0,-1,15826,2694,-141,-141,-407,-439,2694,128,0,0,0,147
120000,2,1,2,35,1,-2,-1,-1,-1,-1,0,0,234,4394,3164,5700,0,234,4394,3164,5700,300
300000,1,1,2,29,-2,-2,-2,-2,-2,-2,1898,2570,4576,3567,2180,644,2572,4599,3585,2180,644,1
281923,1,2,1,35,1,1,0,0,0,1,275548,218370,193384,198301,137927,129820,1615,8676,10338,14597,908,3603
450000,1,1,2,35,-1,-1,-1,-1,-1,-1,4011,579,2237,212,136,451,655,2317,115,39,451,3177
80000,1,1,2,32,2,0,0,0,0,0,79847,78824,80137,79847,77963,76711,3238,3269,1804,3050,3104,5703
150000,1,1,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
500000,1,1,1,62,1,-2,-2,-2,-1,-1,0,0,0,0,1981,1700,0,0,0,1981,1700,13969
50000,1,2,1,41,-1,-1,-1,-1,-1,0,390,390,390,390,499,390,390,390,390,499,280,109
20000,2,2,2,23,0,0,0,0,0,0,8647,9734,10594,11002,11608,9186,1232,1092,500,1000,500,500
310000,2,1,2,27,-1,-1,-1,-1,-1,-1,833,323,1083,2134,2474,2097,323,1093,2140,9201,2103,6571
